,time,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,precipitation_hours,wind_speed_10m_max,wind_gusts_10m_max,wind_speed_10m_mean,apparent_temperature_max,apparent_temperature_min,sunshine_duration,uv_index_max,shortwave_radiation_sum,et0_fao_evapotranspiration,humidity_2m_mean
14656,2020-02-16,5.9,-1.7,1.9,2.8,4.0,30.0,58.0,24.0,-1.0,-8.1,36067.83,,,,
14657,2020-02-17,8.2,-1.8,3.1,0.0,0.0,34.3,64.1,21.3,0.7,-6.9,36321.43,,,,
14658,2020-02-18,8.4,-2.3,2.7,0.0,0.0,9.2,24.5,8.0,5.6,-6.5,36233.83,,,,
14659,2020-02-19,11.4,-0.1,6.0,0.0,0.0,17.7,35.3,11.0,8.1,-3.7,26379.76,,,,
14660,2020-02-20,14.9,2.2,8.0,0.0,0.0,16.2,33.1,10.1,13.1,-1.0,36229.49,,,,
14661,2020-02-21,17.1,6.4,11.0,0.0,0.0,19.7,39.6,13.9,14.6,3.3,28800.0,,,,
14662,2020-02-22,16.6,5.2,9.7,0.0,0.0,16.9,34.2,12.3,13.4,2.6,36421.16,,,,
14663,2020-02-23,14.1,2.7,8.3,0.0,0.0,20.4,36.0,13.3,11.0,-0.3,36015.06,,,,
14664,2020-02-24,19.1,9.2,13.7,0.0,0.0,21.1,36.7,17.4,17.0,5.2,36317.06,,,,
14665,2020-02-25,22.5,8.9,16.6,0.1,1.0,18.9,37.1,16.1,21.5,5.7,31208.59,,,,
14666,2020-02-26,11.1,6.9,9.3,0.3,2.0,20.1,38.5,16.6,7.5,4.0,0.0,,,,
14667,2020-02-27,11.7,5.4,8.2,0.0,0.0,16.8,35.6,13.1,8.9,2.4,36305.66,,,,
14668,2020-02-28,14.6,8.5,11.1,2.1,8.0,19.7,35.6,13.7,12.5,5.6,8230.48,,,,
14669,2020-02-29,11.9,8.7,9.8,4.6,10.0,9.7,20.2,8.2,9.8,6.8,0.0,,,,
14670,2020-03-01,11.7,8.3,9.8,1.3,7.0,19.7,37.8,14.9,8.4,4.6,0.0,,,,
14671,2020-03-02,10.5,5.9,8.0,0.7,2.0,18.8,34.2,13.5,6.7,2.6,23314.53,,,,
14672,2020-03-03,12.0,6.0,8.7,1.0,4.0,9.7,21.2,5.7,10.5,3.7,18786.66,,,,
14673,2020-03-04,11.2,5.3,8.1,0.0,0.0,21.6,40.3,13.1,6.8,1.6,7829.99,,,,
14674,2020-03-05,9.9,2.5,5.8,0.0,0.0,14.8,31.7,11.3,7.2,-1.0,37369.12,,,,
14675,2020-03-06,13.6,2.3,8.3,3.2,4.0,22.0,42.8,15.2,10.3,-1.0,29775.59,,,,
14676,2020-03-07,15.8,7.5,11.6,0.0,0.0,15.8,29.5,9.5,14.0,5.8,15716.44,,,,
14677,2020-03-08,15.4,6.3,11.1,2.0,3.0,20.9,40.7,15.3,12.3,4.3,31641.19,,,,
14678,2020-03-09,14.9,11.3,12.7,27.4,16.0,20.5,38.9,16.6,14.5,8.4,0.0,,,,
14679,2020-03-10,13.5,5.7,10.0,0.8,4.0,30.3,57.2,20.2,7.8,3.3,33796.82,,,,
14680,2020-03-11,15.7,4.0,9.7,0.0,0.0,15.7,28.1,9.0,13.1,1.5,36879.64,,,,
14681,2020-03-12,15.9,8.3,11.8,8.7,8.0,30.8,57.2,19.3,12.2,5.5,29453.14,,,,
14682,2020-03-13,14.2,7.9,11.2,0.6,4.0,20.3,37.1,13.2,13.0,4.3,1618.25,,,,
14683,2020-03-14,14.1,5.7,9.5,0.0,0.0,17.7,32.4,11.8,11.4,2.4,38256.39,,,,
14684,2020-03-15,18.1,5.8,11.9,0.0,0.0,20.2,39.6,12.2,14.9,2.7,39423.21,,,,
14685,2020-03-16,15.4,7.1,10.9,0.0,0.0,20.3,36.0,14.0,13.5,3.5,34851.18,,,,
14686,2020-03-17,21.2,9.8,14.4,0.0,0.0,17.2,29.9,11.9,20.1,6.4,34172.11,,,,
14687,2020-03-18,22.5,9.5,15.6,0.0,0.0,15.6,27.7,10.4,22.1,7.9,39476.79,,,,
14688,2020-03-19,18.1,6.4,13.0,0.0,0.0,25.9,50.4,14.9,15.0,3.4,38768.3,,,,
14689,2020-03-20,17.6,5.6,12.0,0.0,0.0,25.6,50.0,16.7,14.4,2.7,40836.32,,,,
14690,2020-03-21,24.2,10.8,16.8,4.5,3.0,15.9,32.4,11.9,24.2,8.3,35240.15,,,,
14691,2020-03-22,19.3,10.3,14.9,6.3,8.0,21.6,42.8,14.0,18.6,7.3,29882.5,,,,
14692,2020-03-23,16.5,7.3,11.7,0.0,0.0,17.1,35.3,11.3,13.8,4.8,38920.0,,,,
14693,2020-03-24,18.9,6.9,12.6,0.0,0.0,17.9,36.4,13.4,16.1,4.3,38621.19,,,,
14694,2020-03-25,20.4,11.4,15.8,10.4,9.0,27.5,52.9,21.3,18.1,8.6,31263.11,,,,
14695,2020-03-26,22.7,16.1,18.8,11.9,19.0,20.3,35.6,10.8,25.0,15.0,6004.9,,,,
14696,2020-03-27,18.1,7.5,11.7,15.4,10.0,29.2,55.8,22.2,20.2,3.2,9012.51,,,,
14697,2020-03-28,9.0,4.8,6.9,15.1,16.0,26.0,46.8,19.7,3.9,0.8,2906.17,,,,
14698,2020-03-29,10.3,5.2,7.9,8.3,11.0,15.5,31.3,10.6,7.2,2.1,2088.04,,,,
14699,2020-03-30,12.4,8.7,10.8,8.4,12.0,18.2,33.8,12.1,9.7,7.2,0.0,,,,
14700,2020-03-31,16.2,7.4,11.5,4.0,8.0,16.0,33.1,11.7,14.2,5.2,27709.33,,,,
14701,2020-04-01,16.2,8.3,11.5,0.4,3.0,19.9,38.9,13.8,13.6,6.3,40360.21,,,,
14702,2020-04-02,15.8,6.9,11.0,0.0,0.0,16.4,33.5,10.7,14.8,4.3,42040.76,,,,
14703,2020-04-03,16.0,8.2,11.8,0.1,1.0,13.0,29.2,8.6,14.6,6.2,33075.5,,,,
14704,2020-04-04,18.6,6.0,12.1,0.0,0.0,18.3,35.3,11.0,16.5,4.1,42550.39,,,,
14705,2020-04-05,14.2,6.3,9.6,0.0,0.0,16.7,36.4,13.1,11.9,2.9,42113.27,,,,
14706,2020-04-06,14.3,4.2,9.5,0.0,0.0,10.6,24.1,8.0,12.3,1.3,27313.64,,,,
14707,2020-04-07,18.8,3.5,11.4,0.0,0.0,7.7,19.1,5.1,18.6,0.9,38597.76,,,,
14708,2020-04-08,21.6,6.2,13.8,0.0,0.0,12.9,25.2,8.2,21.5,3.8,41902.83,,,,
14709,2020-04-09,19.7,9.3,14.0,0.0,0.0,17.9,36.0,13.0,18.9,7.6,42904.1,,,,
14710,2020-04-10,19.0,10.6,14.2,0.0,0.0,20.8,40.7,16.4,17.4,8.8,33045.32,,,,
14711,2020-04-11,13.0,8.4,11.3,11.6,17.0,23.9,43.6,17.1,11.4,5.0,0.0,,,,
14712,2020-04-12,17.7,6.0,11.2,0.3,2.0,28.1,60.8,18.4,13.5,1.8,37749.43,,,,
14713,2020-04-13,17.6,6.5,11.8,0.0,0.0,22.7,45.0,14.6,14.3,2.7,43054.34,,,,
14714,2020-04-14,19.0,6.3,13.1,0.0,0.0,14.4,28.4,9.7,17.6,3.6,30058.39,,,,
14715,2020-04-15,21.9,12.5,16.6,0.0,0.0,14.8,35.3,9.9,20.1,10.8,35929.38,,,,
14716,2020-04-16,24.0,13.0,18.2,0.0,0.0,26.2,46.4,17.6,23.3,11.4,34389.23,,,,
14717,2020-04-17,20.2,14.1,17.9,0.5,2.0,25.3,45.7,12.2,19.2,13.3,510.76,,,,
14718,2020-04-18,18.3,12.3,14.8,4.1,6.0,17.1,30.6,12.2,16.5,10.9,20694.2,,,,
14719,2020-04-19,18.0,12.2,14.8,15.5,11.0,31.9,58.7,18.6,15.9,10.6,1417.07,,,,
14720,2020-04-20,21.0,9.8,15.4,5.1,4.0,12.9,24.5,7.2,21.7,8.7,33665.64,,,,
14721,2020-04-21,14.8,10.7,12.7,5.6,5.0,18.6,35.6,11.9,12.7,8.6,267.17,,,,
14722,2020-04-22,18.7,7.8,13.9,0.0,0.0,13.0,27.0,7.2,16.8,5.7,34803.8,,,,
14723,2020-04-23,17.7,11.2,14.1,0.0,0.0,20.4,36.0,10.8,16.4,8.5,36855.07,,,,
14724,2020-04-24,20.9,8.9,14.9,0.0,0.0,16.5,33.8,11.1,18.9,7.1,43200.0,,,,
14725,2020-04-25,24.4,12.4,18.0,0.0,0.0,20.9,40.7,14.9,22.3,9.5,43200.0,,,,
14726,2020-04-26,20.9,13.2,15.8,0.0,0.0,19.1,37.4,13.0,21.6,11.2,36000.0,,,,
14727,2020-04-27,18.3,9.6,14.1,1.2,3.0,24.0,46.1,15.0,15.9,7.6,37140.26,,,,
14728,2020-04-28,20.7,7.3,14.1,0.0,0.0,20.4,37.4,11.3,19.4,5.9,43200.0,,,,
14729,2020-04-29,23.7,12.9,18.0,0.0,0.0,20.6,40.0,17.4,24.3,9.8,43200.0,,,,
14730,2020-04-30,28.8,16.1,22.1,0.0,0.0,18.9,34.9,14.9,30.5,16.1,41363.91,,,,
14731,2020-05-01,24.7,19.6,21.6,3.2,11.0,19.0,34.9,12.5,26.9,20.2,226.76,,,,
14732,2020-05-02,27.6,19.7,22.7,2.9,7.0,23.6,42.1,19.2,29.0,19.7,40839.49,,,,
14733,2020-05-03,31.9,20.8,25.5,0.7,4.0,17.9,36.0,11.6,34.5,22.3,43200.0,,,,
14734,2020-05-04,25.3,17.7,21.2,0.0,0.0,19.0,36.7,12.7,28.2,17.0,42735.27,,,,
14735,2020-05-05,22.4,17.5,19.6,6.1,11.0,20.2,38.2,15.0,24.0,17.4,0.0,,,,
14736,2020-05-06,23.0,16.6,19.0,0.3,1.0,16.6,32.4,12.2,24.1,16.2,13049.92,,,,
14737,2020-05-07,24.3,16.2,19.9,0.7,2.0,22.4,44.6,17.8,24.7,16.0,43039.27,,,,
14738,2020-05-08,26.0,19.1,22.3,11.2,12.0,36.8,72.4,26.9,26.0,18.8,15867.59,,,,
14739,2020-05-09,25.5,17.2,21.3,1.4,3.0,17.4,31.3,13.0,26.4,17.4,12147.74,,,,
14740,2020-05-10,23.6,16.5,19.3,6.8,5.0,13.8,25.9,7.5,24.1,17.2,16174.67,,,,
14741,2020-05-11,25.9,14.3,20.6,0.0,0.0,23.1,43.2,10.1,25.9,14.5,43082.51,,,,
14742,2020-05-12,27.2,13.7,20.7,0.0,0.0,18.7,40.7,13.3,25.8,13.1,43200.0,,,,
14743,2020-05-13,26.8,15.3,20.1,0.0,0.0,21.8,37.8,14.9,26.0,14.2,43710.12,,,,
14744,2020-05-14,24.3,17.0,20.8,2.4,6.0,30.7,58.3,25.0,23.5,15.2,19128.15,,,,
14745,2020-05-15,27.4,21.1,23.5,17.9,21.0,24.9,47.5,9.8,30.7,21.6,15690.4,,,,
14746,2020-05-16,25.5,20.4,22.7,5.5,10.0,12.5,28.8,6.0,29.7,23.6,20447.36,,,,
14747,2020-05-17,28.4,20.5,23.9,1.8,6.0,14.1,27.4,8.4,33.2,23.8,38652.97,,,,
14748,2020-05-18,28.6,18.4,23.5,0.1,1.0,25.2,47.5,16.2,30.4,15.2,42610.74,,,,
14749,2020-05-19,27.1,12.3,20.3,0.0,0.0,16.7,34.2,9.4,27.1,11.8,43482.91,,,,
14750,2020-05-20,28.2,16.2,21.8,0.0,0.0,16.6,32.0,10.6,29.4,16.7,39600.0,,,,
14751,2020-05-21,25.5,18.5,21.5,0.0,0.0,23.8,47.5,17.5,25.8,18.4,34374.6,,,,
14752,2020-05-22,25.9,16.4,20.8,0.0,0.0,16.7,33.8,11.8,27.1,16.9,38657.66,,,,
14753,2020-05-23,27.4,17.1,22.0,0.0,0.0,20.4,40.7,11.9,28.2,18.7,39783.34,,,,
14754,2020-05-24,30.4,19.3,23.7,0.4,2.0,22.4,42.8,11.0,33.9,21.2,44107.08,,,,
14755,2020-05-25,25.5,20.1,22.0,1.9,3.0,14.8,31.0,9.0,27.0,22.2,23172.61,,,,
14756,2020-05-26,22.2,16.5,18.9,14.2,13.0,16.0,31.3,11.1,22.7,17.4,17013.96,,,,
14757,2020-05-27,26.6,14.7,20.7,0.0,0.0,14.0,25.9,5.7,29.1,15.8,39217.17,,,,
14758,2020-05-28,30.9,19.5,24.5,0.0,0.0,12.2,27.0,8.3,34.5,20.4,36077.9,,,,
14759,2020-05-29,26.8,19.1,22.0,12.8,8.0,17.9,32.8,11.7,27.3,19.1,370.58,,,,
14760,2020-05-30,19.6,15.4,18.1,25.8,20.0,28.1,50.4,18.3,22.2,12.0,0.0,,,,
14761,2020-05-31,27.3,17.3,22.1,0.0,0.0,15.5,31.7,9.0,29.3,18.6,36839.55,,,,
14762,2020-06-01,28.7,20.2,24.0,0.1,1.0,15.7,27.7,11.2,32.3,22.6,37674.5,,,,
14763,2020-06-02,31.1,20.1,25.3,0.0,0.0,17.7,31.0,12.8,35.4,20.6,40472.4,,,,
14764,2020-06-03,26.9,22.2,24.5,17.7,15.0,11.8,24.8,8.5,31.1,26.0,0.0,,,,
14765,2020-06-04,30.1,21.3,25.0,0.0,0.0,13.4,25.2,6.6,34.6,25.0,26393.54,,,,
14766,2020-06-05,26.6,20.8,22.9,6.6,16.0,22.1,40.0,12.8,28.8,21.4,7252.57,,,,
14767,2020-06-06,26.6,19.6,22.8,4.1,8.0,21.3,40.3,13.4,29.0,21.9,34888.66,,,,
14768,2020-06-07,27.0,17.9,22.3,0.0,0.0,17.9,36.7,11.8,29.8,19.5,44854.7,,,,
14769,2020-06-08,27.6,19.6,23.3,0.0,0.0,20.9,40.3,15.3,30.2,21.1,44259.06,,,,
14770,2020-06-09,28.4,22.8,25.1,1.4,8.0,17.4,34.2,12.6,32.0,25.5,24632.73,,,,
14771,2020-06-10,27.0,22.8,25.2,8.1,12.0,11.4,21.2,6.1,32.3,26.8,949.33,,,,
14772,2020-06-11,29.1,22.5,25.5,5.9,10.0,11.7,27.0,7.2,34.7,26.8,25118.89,,,,
14773,2020-06-12,32.0,23.6,27.3,16.9,10.0,14.3,36.4,8.6,38.9,28.1,21812.23,,,,
14774,2020-06-13,32.7,25.4,28.8,0.4,3.0,15.1,27.7,11.3,39.2,30.7,23157.85,,,,
14775,2020-06-14,30.4,25.9,28.1,13.0,13.0,14.4,40.7,8.3,36.2,31.7,20384.41,,,,
14776,2020-06-15,26.5,24.0,25.4,41.9,18.0,15.1,49.3,7.4,31.8,29.2,0.0,,,,
14777,2020-06-16,25.0,21.3,23.6,18.2,18.0,22.0,42.5,13.4,29.3,22.1,6715.92,,,,
14778,2020-06-17,32.6,21.4,27.0,1.1,5.0,14.4,42.1,10.4,41.8,22.8,30297.25,,,,
14779,2020-06-18,31.6,21.5,27.2,7.3,10.0,26.6,60.5,18.0,35.5,23.3,34653.86,,,,
14780,2020-06-19,26.6,20.4,23.4,0.5,5.0,15.8,31.3,8.5,29.5,22.7,34355.45,,,,
14781,2020-06-20,24.9,20.4,22.1,6.1,13.0,13.7,27.4,7.6,26.9,23.0,9166.91,,,,
14782,2020-06-21,25.2,19.8,21.7,23.3,20.0,20.1,40.0,10.7,26.7,22.3,15759.22,,,,
14783,2020-06-22,26.4,20.6,23.5,0.7,7.0,20.8,39.2,13.3,28.2,22.8,13071.87,,,,
14784,2020-06-23,28.3,22.7,25.5,9.0,9.0,22.7,42.8,16.8,31.8,25.5,1720.21,,,,
14785,2020-06-24,29.1,23.8,25.8,23.7,20.0,15.4,42.1,11.6,33.4,27.3,23671.61,,,,
14786,2020-06-25,25.2,22.4,24.0,30.6,15.0,9.3,19.8,4.7,29.8,26.5,0.0,,,,
14787,2020-06-26,30.8,22.1,26.2,0.9,8.0,14.5,28.8,10.3,36.2,25.9,38799.88,,,,
14788,2020-06-27,27.5,24.5,25.8,25.6,16.0,13.8,28.8,9.1,32.4,30.0,6133.94,,,,
14789,2020-06-28,28.4,24.0,25.3,14.0,16.0,16.9,36.0,11.7,32.5,28.2,1773.78,,,,
14790,2020-06-29,29.8,23.5,26.6,17.6,13.0,30.1,63.0,18.2,32.7,25.4,12379.55,,,,
14791,2020-06-30,28.7,19.3,23.9,0.0,0.0,11.2,26.6,8.1,33.4,20.9,45366.19,,,,
14792,2020-07-01,27.8,21.0,24.1,0.0,0.0,16.9,32.4,11.0,31.6,23.8,39872.12,,,,
14793,2020-07-02,26.0,22.4,24.0,25.5,11.0,22.5,43.9,16.5,27.4,24.5,3555.31,,,,
14794,2020-07-03,29.8,22.5,25.7,83.5,16.0,25.7,47.2,13.9,35.3,25.1,27795.53,,,,
14795,2020-07-04,26.7,20.9,23.6,0.1,1.0,13.8,32.4,7.5,30.0,24.0,16124.02,,,,
14796,2020-07-05,26.5,21.9,24.1,44.2,23.0,22.6,46.1,11.0,32.1,24.8,419.79,,,,
14797,2020-07-06,27.3,24.0,25.7,36.8,21.0,25.5,54.0,12.1,32.5,29.2,0.0,,,,
14798,2020-07-07,31.9,25.3,27.8,39.9,14.0,28.3,51.1,12.9,37.8,27.7,31381.55,,,,
14799,2020-07-08,29.9,23.0,26.4,6.4,12.0,10.5,25.9,5.9,36.5,27.6,43256.41,,,,
14800,2020-07-09,27.6,24.1,25.5,5.9,15.0,17.3,33.1,10.4,32.3,28.4,16075.8,,,,
14801,2020-07-10,28.4,23.4,25.3,1.8,9.0,16.7,31.7,9.5,32.6,27.8,24841.32,,,,
14802,2020-07-11,28.8,23.8,25.6,20.5,14.0,14.5,33.5,10.9,34.8,27.7,9700.8,,,,
14803,2020-07-12,34.9,24.9,29.8,0.0,0.0,16.0,37.4,12.4,40.9,29.6,43076.51,,,,
14804,2020-07-13,28.2,23.7,26.6,4.9,13.0,14.9,53.6,11.3,33.6,27.6,5649.01,,,,
14805,2020-07-14,26.0,22.4,23.9,4.2,13.0,10.8,24.8,6.4,29.9,26.3,834.24,,,,
14806,2020-07-15,22.9,20.5,21.3,58.9,24.0,15.5,30.2,11.8,27.1,21.9,0.0,,,,
14807,2020-07-16,25.3,20.6,22.1,35.8,17.0,13.7,28.1,9.8,27.2,22.9,10466.1,,,,
14808,2020-07-17,25.4,20.5,22.9,16.7,12.0,19.2,38.9,13.5,28.0,23.1,5638.95,,,,
14809,2020-07-18,31.0,24.1,27.4,0.7,3.0,16.7,29.9,11.6,37.0,27.6,6216.46,,,,
14810,2020-07-19,33.8,25.3,29.4,0.0,0.0,21.2,50.8,14.6,39.5,29.9,26348.29,,,,
14811,2020-07-20,26.3,23.6,24.8,6.9,14.0,10.3,37.8,7.2,30.7,27.7,1477.47,,,,
14812,2020-07-21,30.8,24.0,27.0,3.1,5.0,11.7,39.6,6.8,37.2,28.9,34471.29,,,,
14813,2020-07-22,33.8,25.5,29.1,1.7,5.0,18.2,31.7,11.0,42.6,31.3,42826.83,,,,
14814,2020-07-23,32.9,25.1,29.2,4.3,5.0,25.6,67.0,16.6,37.7,29.6,43348.18,,,,
14815,2020-07-24,27.9,22.6,25.5,3.8,4.0,21.3,42.5,13.5,29.9,25.5,27752.93,,,,
14816,2020-07-25,30.3,21.4,25.5,0.8,4.0,12.0,23.4,8.1,35.2,24.5,40021.95,,,,
14817,2020-07-26,29.1,22.1,25.6,9.6,13.0,12.4,23.8,7.0,34.5,26.2,35541.08,,,,
14818,2020-07-27,30.2,24.7,27.2,15.2,16.0,15.5,32.8,8.8,36.1,29.5,12305.21,,,,
14819,2020-07-28,32.5,26.2,28.6,9.4,7.0,12.6,29.2,5.9,40.9,32.4,30236.62,,,,
14820,2020-07-29,31.7,26.4,28.6,0.0,0.0,18.1,33.8,14.1,38.4,31.7,41265.32,,,,
14821,2020-07-30,31.8,26.8,28.9,0.0,0.0,22.6,43.6,18.0,37.3,31.7,43200.0,,,,
14822,2020-07-31,30.9,27.1,28.5,0.1,1.0,24.3,46.4,19.2,34.9,31.7,27218.9,,,,
14823,2020-08-01,32.5,27.2,29.5,0.0,0.0,22.1,41.0,20.1,38.5,31.6,41198.03,,,,
14824,2020-08-02,32.8,26.8,29.4,0.0,0.0,24.9,43.9,21.0,38.2,30.5,43247.3,,,,
14825,2020-08-03,32.1,26.7,29.0,0.0,0.0,27.6,52.2,21.7,36.3,30.6,43318.73,,,,
14826,2020-08-04,30.0,26.1,28.0,28.6,16.0,45.6,83.5,31.6,32.2,26.8,32918.65,,,,
14827,2020-08-05,31.8,25.8,28.0,24.5,12.0,36.9,73.1,24.7,36.9,27.5,25931.29,,,,
14828,2020-08-06,31.9,27.2,29.4,2.3,6.0,19.5,34.2,12.3,38.0,31.7,21343.9,,,,
14829,2020-08-07,33.4,27.5,29.9,7.9,11.0,15.0,35.6,10.5,40.5,32.7,28800.0,,,,
14830,2020-08-08,32.0,27.1,28.7,5.8,10.0,20.9,39.6,13.4,37.8,32.5,8023.21,,,,
14831,2020-08-09,33.4,27.4,29.7,4.3,3.0,20.2,39.6,17.2,39.7,31.5,39725.4,,,,
14832,2020-08-10,31.7,27.2,29.2,0.7,4.0,15.3,28.4,11.2,37.6,32.5,15817.51,,,,
14833,2020-08-11,32.8,26.9,29.4,0.5,1.0,19.5,36.7,13.8,37.9,30.8,35561.37,,,,
14834,2020-08-12,33.4,27.5,30.3,0.0,0.0,22.0,42.1,17.5,38.1,31.3,43200.0,,,,
14835,2020-08-13,34.7,27.4,30.8,0.0,0.0,18.8,33.8,14.2,41.4,32.4,43200.0,,,,
14836,2020-08-14,35.2,27.6,31.2,0.0,0.0,14.2,25.6,10.7,41.7,33.2,43200.0,,,,
14837,2020-08-15,33.8,27.1,29.9,0.0,0.0,20.1,38.2,16.9,39.1,31.1,43200.0,,,,
14838,2020-08-16,34.1,26.8,30.1,0.0,0.0,20.7,36.7,16.8,40.1,31.0,43200.0,,,,
14839,2020-08-17,33.4,26.8,29.5,0.0,0.0,20.4,38.2,17.9,38.7,30.9,43200.0,,,,
14840,2020-08-18,33.1,26.7,29.4,0.0,0.0,19.1,37.4,17.0,37.8,31.4,43200.0,,,,
14841,2020-08-19,33.8,26.3,29.7,0.0,0.0,18.9,37.4,15.3,38.8,31.7,43200.0,,,,
14842,2020-08-20,34.2,25.7,29.3,0.0,0.0,16.9,33.8,14.1,39.2,30.9,43200.0,,,,
14843,2020-08-21,33.1,25.1,28.5,0.0,0.0,18.3,36.0,13.5,38.5,29.7,43200.0,,,,
14844,2020-08-22,32.7,24.6,28.3,0.1,1.0,17.3,33.1,11.7,37.0,29.3,43200.0,,,,
14845,2020-08-23,33.3,24.6,28.5,0.0,0.0,15.6,32.8,9.6,37.8,29.9,43200.0,,,,
14846,2020-08-24,35.4,23.3,29.1,0.0,0.0,16.2,32.8,8.0,40.9,28.0,43200.0,,,,
14847,2020-08-25,35.3,25.0,30.1,0.0,0.0,22.6,43.9,14.3,38.7,31.1,43200.0,,,,
14848,2020-08-26,33.7,26.2,29.2,10.4,14.0,33.0,67.0,22.2,35.5,30.1,36466.97,,,,
14849,2020-08-27,32.8,25.5,28.5,2.9,9.0,13.0,32.4,9.2,38.7,29.6,43191.23,,,,
14850,2020-08-28,30.1,25.4,27.0,24.2,20.0,16.9,36.7,8.4,35.0,31.1,14910.54,,,,
14851,2020-08-29,29.9,25.3,27.2,10.4,17.0,19.2,44.3,10.4,34.4,30.1,32104.98,,,,
14852,2020-08-30,31.9,24.4,28.0,0.2,2.0,14.8,29.9,9.4,37.3,29.9,42978.68,,,,
14853,2020-08-31,31.9,25.6,28.2,0.4,3.0,16.3,32.8,10.3,37.7,31.7,42906.5,,,,
14854,2020-09-01,30.6,26.4,28.0,0.5,5.0,25.4,48.6,18.3,34.5,30.8,38637.25,,,,
14855,2020-09-02,29.3,24.4,26.7,8.1,17.0,25.8,52.6,20.8,32.9,26.2,42211.66,,,,
14856,2020-09-03,29.0,21.3,24.8,0.0,0.0,18.7,36.0,12.2,31.0,22.6,42687.13,,,,
14857,2020-09-04,30.3,21.4,25.6,0.0,0.0,12.9,25.9,9.9,33.2,23.6,42613.35,,,,
14858,2020-09-05,30.0,19.7,24.4,0.0,0.0,16.0,30.6,8.8,32.8,21.7,42539.38,,,,
14859,2020-09-06,29.3,19.2,24.4,0.0,0.0,25.2,48.6,15.7,29.7,21.2,42465.28,,,,
14860,2020-09-07,31.8,22.5,26.7,0.0,0.0,23.1,46.4,14.6,33.0,23.8,42391.16,,,,
14861,2020-09-08,32.5,22.4,27.1,0.2,2.0,20.7,38.9,12.1,35.3,25.1,42317.1,,,,
14862,2020-09-09,30.6,22.6,26.4,0.1,1.0,15.0,29.9,9.2,35.9,25.6,38246.15,,,,
14863,2020-09-10,30.8,21.9,26.1,4.8,4.0,17.1,31.7,11.4,34.2,25.8,22403.38,,,,
14864,2020-09-11,25.1,22.0,23.5,21.0,17.0,13.5,27.7,7.8,28.2,25.3,18416.28,,,,
14865,2020-09-12,27.6,20.1,23.4,0.9,7.0,11.6,22.7,6.7,30.8,23.0,36854.39,,,,
14866,2020-09-13,27.4,20.4,23.2,1.4,8.0,11.6,25.9,7.8,29.8,23.2,24830.62,,,,
14867,2020-09-14,26.5,19.3,23.2,4.9,12.0,8.1,19.4,4.4,29.5,22.2,20563.4,,,,
14868,2020-09-15,23.8,21.7,22.6,22.3,16.0,10.6,20.5,6.3,27.8,25.2,0.0,,,,
14869,2020-09-16,28.4,22.1,24.5,4.4,12.0,9.7,22.3,7.3,31.9,25.2,24187.84,,,,
14870,2020-09-17,23.3,19.0,21.8,54.9,24.0,20.1,36.4,12.1,28.2,19.8,0.0,,,,
14871,2020-09-18,19.8,16.7,18.5,10.3,14.0,19.5,34.9,8.8,21.3,17.9,0.0,,,,
14872,2020-09-19,23.6,16.6,19.6,0.6,3.0,8.5,20.2,6.6,25.8,17.5,2793.44,,,,
14873,2020-09-20,25.8,16.3,21.0,0.0,0.0,14.2,28.8,9.4,26.9,16.5,31430.21,,,,
14874,2020-09-21,24.6,19.1,21.5,0.0,0.0,9.0,18.0,6.2,26.2,20.8,2949.87,,,,
14875,2020-09-22,25.3,19.0,21.4,0.4,1.0,16.1,31.7,7.4,26.9,20.4,23694.73,,,,
14876,2020-09-23,21.7,19.2,20.7,5.6,12.0,12.1,21.2,8.5,23.7,20.8,0.0,,,,
14877,2020-09-24,24.9,17.9,21.1,0.1,1.0,20.4,39.2,13.7,25.2,18.7,39692.81,,,,
14878,2020-09-25,25.2,17.2,20.9,1.0,4.0,15.4,31.3,10.4,25.7,18.0,31533.19,,,,
14879,2020-09-26,25.2,18.5,21.3,0.3,3.0,16.3,32.4,10.9,26.0,19.8,32616.82,,,,
14880,2020-09-27,24.7,19.1,21.5,1.0,5.0,15.8,32.0,10.3,25.9,20.5,37759.16,,,,
14881,2020-09-28,25.2,18.5,21.5,0.1,1.0,13.0,25.9,8.8,26.8,20.0,37847.73,,,,
14882,2020-09-29,25.0,18.7,21.5,0.3,2.0,11.6,23.8,6.1,26.9,20.1,29035.84,,,,
14883,2020-09-30,24.9,18.4,21.1,0.1,1.0,18.3,36.4,10.8,24.9,20.1,38960.25,,,,
14884,2020-10-01,25.7,16.9,21.2,0.0,0.0,11.5,22.3,7.3,27.6,18.3,34529.96,,,,
14885,2020-10-02,27.0,19.5,22.6,0.0,0.0,13.0,26.3,9.8,29.0,21.1,37675.27,,,,
14886,2020-10-03,24.9,19.8,22.3,2.9,7.0,14.4,28.8,11.1,27.0,21.7,3110.94,,,,
14887,2020-10-04,24.1,17.4,21.5,22.0,15.0,26.5,53.6,19.5,27.3,16.2,7571.56,,,,
14888,2020-10-05,21.2,15.2,18.1,0.3,1.0,21.6,41.8,16.2,19.1,13.8,36598.99,,,,
14889,2020-10-06,21.8,16.7,18.8,0.0,0.0,18.5,38.2,14.1,21.2,15.2,19483.8,,,,
